,year,order,DBCODE,ENTITY,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,START,X,MINUTE,CLOUDS,WIND,TEMP,STATUS,NO_INT,PLTSP_CODE,PLTSP_NAME,VISSP_CODE,VISSP_NAME,VECTOR.GUILD,COLLECTION.NUMBER,NOTES,NOTES.1,NOTES.2,NOTES.3,NOTES.4,NOTES.5,NOTES.6,NOTES.7,NOTES.8
6117,14,NA,SA026,1,Carpenter,M2,7/7/2014,1,JL,1,1445,NA,14,S,B,28,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6118,14,NA,SA026,1,Carpenter,M2,7/7/2014,1,JL,1,1445,NA,14,S,B,28,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34270,,,NA,NA,NA,NA,NA,NA,NA
6159,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,2,S,S,30,1,45,GILICAPI,Gilia capitata,NA,NA,NA,34215,Bombyliid,,NA,NA,NA,NA,NA,NA,NA
6160,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,2,S,S,30,1,15,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6161,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,2,S,S,30,1,15,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6162,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,2,S,S,30,1,15,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6163,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,2,S,S,30,1,30,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6164,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,3,S,B,30,1,15,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6165,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,3,S,B,30,1,9,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6166,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,3,S,B,30,1,9,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6167,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,3,S,B,30,1,9,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6168,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,3,S,B,30,1,3,GILICAPI,Gilia capitata,NA,NA,NA,34204,,,NA,NA,NA,NA,NA,NA,NA
6169,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,4,S,B,30,1,9,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6170,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,5,S,B,30,1,6,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6171,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,6,S,B,30,1,18,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6172,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,6,S,B,30,1,18,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6173,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,8,S,B,30,1,6,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6174,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,9,S,S,30,1,30,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6175,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,9,S,S,30,1,9,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6176,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,9,S,S,30,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6177,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,10,,B,30,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6178,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,10,,B,30,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6179,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,10,,B,30,1,25,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6180,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,10,,B,30,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6181,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,12,,B,30,1,1,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6182,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,13,,B,30,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6183,14,NA,SA026,1,Carpenter,NE,7/7/2014,1,JL,3,1120,NA,13,,B,30,1,25,GILICAPI,Gilia capitata,NA,NA,NA,34203,,,NA,NA,NA,NA,NA,NA,NA
6338,14,NA,SA026,1,Frissell,RP1,7/29/2014,4,JL,1,1210,NA,6,S,S,32,1,1,GILICAPI,Gilia capitata,NA,NA,NA,35351,,,NA,NA,NA,NA,NA,NA,NA
6378,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,4,1300,NA,7,S,B,30,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34409,,,NA,NA,NA,NA,NA,NA,NA
6375,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,4,1300,NA,8,S,B,30,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6376,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,4,1300,NA,9,S,B,30,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6377,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,4,1300,NA,9,S,B,30,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6423,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,5,1341,NA,1,S,B,32,1,8,GILICAPI,Gilia capitata,NA,NA,NA,,tiny bug,,NA,NA,NA,NA,NA,NA,NA
6422,14,NA,SA026,1,Frissell,RP1,7/16/2014,2,JL,5,1341,NA,7,S,B,32,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34410,,,NA,NA,NA,NA,NA,NA,NA
6227,14,NA,SA026,1,Frissell,RP1,7/25/2014,3,JL,5,1011,NA,14,S,B,NA,1,1,GILICAPI,Gilia capitata,NA,NA,NA,,large yellow/black syrphid ,,NA,NA,NA,NA,NA,NA,NA
6380,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,0,S,B,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6381,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,2,S,B,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34335,,,NA,NA,NA,NA,NA,NA,NA
6382,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,2,S,B,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,,small syrphid,,NA,NA,NA,NA,NA,NA,NA
6383,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,3,S,B,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,,small black sweat bee,,NA,NA,NA,NA,NA,NA,NA
6384,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,4,S,B,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34342,small ugly fly,,NA,NA,NA,NA,NA,NA,NA
6385,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,5,S,B,NA,1,24,GILICAPI,Gilia capitata,NA,NA,NA,34145,,,NA,NA,NA,NA,NA,NA,NA
6386,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,6,S,B,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34145,,,NA,NA,NA,NA,NA,NA,NA
6270,14,NA,SA026,1,Frissell,RP1,7/29/2014,4,JL,7,1131,NA,7,S,B,30,1,1,GILICAPI,Gilia capitata,NA,NA,NA,,brown moth,,NA,NA,NA,NA,NA,NA,NA
6387,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,8,S,B,NA,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6388,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,8,S,B,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34145,,,NA,NA,NA,NA,NA,NA,NA
6389,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,9,S,B,NA,1,24,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6390,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,9,S,B,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6391,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,10,S,B,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6392,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,10,S,B,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6393,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,11,S,B,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34215,small black fly,,NA,NA,NA,NA,NA,NA,NA
6394,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,11,S,B,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34336,,,NA,NA,NA,NA,NA,NA,NA
6395,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,12,S,B,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6396,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,12,S,B,NA,1,28,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6397,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,13,S,B,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6398,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,7,1306,NA,13,S,B,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6432,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,1,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6433,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,2,S,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34331,little syrphid yellow stripes don’t meet,,NA,NA,NA,NA,NA,NA,NA
6434,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,2,S,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6435,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,2,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6436,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,3,S,St,NA,1,50,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6437,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,3,S,St,NA,1,45,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6438,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,3,S,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6439,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,5,S,St,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6440,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,7,S,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6441,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,7,S,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6442,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,8,S,St,NA,1,24,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6443,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,8,S,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6444,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,9,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,,tiny black fly,,NA,NA,NA,NA,NA,NA,NA
6445,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,9,S,St,NA,1,28,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6446,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,10,S,St,NA,1,28,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6447,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,11,S,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34504,blue butterfly,,NA,NA,NA,NA,NA,NA,NA
6448,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,11,S,St,NA,1,48,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6449,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,11,S,St,NA,1,28,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6450,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,11,S,St,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6451,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,11,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6452,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,12,S,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6453,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,12,S,St,NA,1,32,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6454,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,12,S,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6455,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,14,S,St,NA,1,32,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6456,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,14,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6457,14,NA,SA026,1,Frissell,RP1,7/8/2014,1,JL,9,1350,NA,14,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6672,14,NA,SA026,1,Frissell,RP2,7/25/2014,3,JL,1,1130,NA,8,S,B,NA,1,10,GILICAPI,Gilia capitata,NA,NA,NA,34463,,,NA,NA,NA,NA,NA,NA,NA
6673,14,NA,SA026,1,Frissell,RP2,7/25/2014,3,JL,1,1130,NA,9,S,B,NA,1,6,GILICAPI,Gilia capitata,NA,NA,NA,34463,,,NA,NA,NA,NA,NA,NA,NA
6674,14,NA,SA026,1,Frissell,RP2,7/25/2014,3,JL,1,1130,NA,10,S,B,NA,1,5,GILICAPI,Gilia capitata,NA,NA,NA,,small green fly,,NA,NA,NA,NA,NA,NA,NA
6711,14,NA,SA026,1,Frissell,RP2,7/25/2014,3,JL,2,1252,NA,0,S,S,NA,1,1,GILICAPI,Gilia capitata,NA,NA,NA,35376,,,NA,NA,NA,NA,NA,NA,NA
6592,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,0,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6593,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,0,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6594,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,0,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34337,yellow/black beefly,,NA,NA,NA,NA,NA,NA,NA
6472,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,1,S,St,27,1,16,GILICAPI,Gilia capitata,NA,NA,NA,,small bombyliid,,NA,NA,NA,NA,NA,NA,NA
6595,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,2,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6596,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,2,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6597,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,3,S,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6598,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,4,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6599,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,4,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6466,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,4,S,St,27,1,24,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6600,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,5,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6601,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,6,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6602,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,6,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6603,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,6,S,St,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6604,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,7,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6605,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,7,S,St,NA,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6606,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,7,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34335,all black small fly with ridges ,,NA,NA,NA,NA,NA,NA,NA
6607,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,8,S,St,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6608,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,8,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34337,,,NA,NA,NA,NA,NA,NA,NA
6609,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,11,S,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6469,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,11,S,St,27,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34382,,,NA,NA,NA,NA,NA,NA,NA
6470,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,12,S,St,27,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34382,,,NA,NA,NA,NA,NA,NA,NA
6468,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,13,S,St,27,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6471,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,13,S,St,27,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34382,,,NA,NA,NA,NA,NA,NA,NA
6610,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,14,S,St,NA,1,40,GILICAPI,Gilia capitata,NA,NA,NA,34215,,,NA,NA,NA,NA,NA,NA,NA
6611,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,14,S,St,NA,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6612,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,4,1048,NA,14,S,St,NA,1,1,GILICAPI,Gilia capitata,NA,NA,NA,,dark green beetle,,NA,NA,NA,NA,NA,NA,NA
6467,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,14,S,St,27,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6473,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,4,955,NA,14,S,St,27,1,4,GILICAPI,Gilia capitata,NA,NA,NA,,black fly,,NA,NA,NA,NA,NA,NA,NA
6685,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,2,,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6686,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,2,,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34205,,,NA,NA,NA,NA,NA,NA,NA
6687,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,3,,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34270,,,NA,NA,NA,NA,NA,NA,NA
6688,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,4,,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6689,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,5,,St,NA,1,12,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6690,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,6,,St,NA,1,1,GILICAPI,Gilia capitata,NA,NA,NA,,sweat bee,,NA,NA,NA,NA,NA,NA,NA
6691,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,9,,St,NA,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34335,,,NA,NA,NA,NA,NA,NA,NA
6692,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,10,,St,NA,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6693,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,11,,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,,sweat bee,,NA,NA,NA,NA,NA,NA,NA
6694,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,12,,St,NA,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34334,,,NA,NA,NA,NA,NA,NA,NA
6695,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,14,,St,NA,1,48,GILICAPI,Gilia capitata,NA,NA,NA,34277,,,NA,NA,NA,NA,NA,NA,NA
6696,14,NA,SA026,1,Frissell,RP2,7/8/2014,1,JL,5,1157,NA,14,,St,NA,1,4,GILICAPI,Gilia capitata,NA,NA,NA,,small black syrphid,,NA,NA,NA,NA,NA,NA,NA
6658,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,8,1126,NA,1,S,St,29,1,8,GILICAPI,Gilia capitata,NA,NA,NA,34411,small syrphid,,NA,NA,NA,NA,NA,NA,NA
6653,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,8,1126,NA,2,S,St,29,1,16,GILICAPI,Gilia capitata,NA,NA,NA,34262,,,NA,NA,NA,NA,NA,NA,NA
6654,14,NA,SA026,1,Frissell,RP2,7/16/2014,2,JL,8,1126,NA,2,S,St,29,1,20,GILICAPI,Gilia capitata,NA,NA,NA,34262,,,NA,NA,NA,NA,NA,NA,NA
